"2bq1rk1/p2pbpp1/2n2n1p/1rp1p3/4P3/2PP1NP1/1P1N1PBP/R1BQR1K1 w - - 0 12","d1a4 b5a5 a4a5 c6a5","1197","advantage opening short"
"rnq2r2/pp2bpk1/2p1p3/7Q/8/3R3P/PPP2PP1/R5K1 b - - 1 17","f8g8 d3g3 g7f8 h5h6 f8e8 g3g8","1187","crushing deflection long middlegame"
"5rk1/Q1p1qpp1/6np/2p5/8/P3P1B1/3r1PPP/R1R3K1 w - - 0 23","a7c5 d2d1 c1d1 e7c5","1148","advantage deflection middlegame short"
"2kr4/ppp2q1p/6p1/1BN1pp2/2R3P1/4P3/P3Q2P/6K1 w - - 4 28","e2g2 d8d1 g1f2 d1d2 f2f1 d2g2","1177","advantage endgame long skewer"
"r1bBkr2/p1pp2pp/2p5/8/4n3/8/PPPbKPPP/R2Q1B1R w q - 2 11","f2f3 c8a6 c2c4 a6c4","1194","mate mateIn2 middlegame short"
"7k/p1p5/6pP/3n4/1B2q3/PP6/4KR2/5Q2 w - - 12 48","e2d1 d5e3 d1d2 e3f1","1150","advantage endgame fork short"
"8/K7/6p1/7p/3k4/4p3/4B1PP/8 w - - 4 50","a7b6 d4c3 b6c6 c3d2 e2b5 e3e2 b5e2 d2e2","1194","advancedPawn bishopEndgame crushing endgame veryLong"
"5k2/5ppp/8/3pP3/pPpK1P2/6P1/PP5P/8 w - - 1 31","d4d5 a4a3 b2a3 c4c3","1182","crushing endgame pawnEndgame short"
"k7/P7/K6p/5pp1/8/4p1P1/7P/4B3 w - - 0 47","a6b6 f5f4 g3f4 g5f4 b6c5 f4f3","1188","bishopEndgame crushing endgame long"
"1r2nrk1/2pb1p1p/3p2p1/1p1NB3/8/1P2P1PP/q3QPBK/2R2R2 b - - 0 19","a2e2 d5e7","1180","master mate mateIn1 middlegame oneMove"
"r1b2rk1/pp2Bppp/8/3pP3/3n4/8/P3NPPP/R4RK1 w - - 0 16","e7f8 d4e2 g1h1 g8f8","1195","crushing hangingPiece intermezzo middlegame short"
"r5r1/3n3k/p2p3P/2pPb1p1/2B1P1R1/P4p1N/1P6/2K4R w - - 2 39","h3g5 g8g5 g4g5 e5f4 c1c2 f4g5","1179","attraction crushing fork long middlegame sacrifice"
"8/R7/2p2k2/5p2/2P1p1r1/3N1n1p/5R1P/5K2 w - - 0 42","d3e1 g4g1 f1e2 g1e1","1185","endgame hookMate mate mateIn2 short"
"3r1rk1/p2q2p1/4p1Qp/4P3/5p2/2p2b1P/P1B1R1P1/6K1 b - - 1 33","f3e2 g6h7 g8f7 c2g6 f7e7 h7g7 f8f7 g7f7","1182","deflection endgame mate mateIn4 veryLong"
"2b5/6pk/2Q5/1p1p1p2/5N2/1p5P/1b3PPK/r7 b - - 2 37","b2e5 c6g6 h7g8 g6e8","1193","crushing endgame short"
"2r5/1Q2kppp/p3b3/2Np4/P2q4/8/5PPP/5RK1 b - - 1 24","e7f8 c5e6 f7e6 b7c8","1116","crushing endgame short"
"5r1k/6p1/p6p/4p3/8/P5Q1/1Pq2P1P/3R2K1 w - - 2 31","d1d7 c2c1 g1g2 c1c6 f2f3 c6d7","1158","crushing endgame fork long"
"r1b2rk1/pp3ppp/2n1p3/8/8/P1QBqN2/1PP3PP/1K1R2R1 b - - 3 15","e6e5 d3h7 g8h7 c3e3","1169","crushing discoveredAttack middlegame short"
"r4rk1/3bppb1/p2p2pB/q6n/1n1NP2P/2N2P2/1PPQB3/2KR3R w - - 2 17","h6g7 a5a1 c3b1 b4a2","1165","mate mateIn2 middlegame queensideAttack short smotheredMate"
"8/5Qpk/2pq1p2/1b1p4/3P4/5NPP/5P1K/8 b - - 0 30","b5e2 f7h5 h7g8 h5e8 g8h7 e8e2","1179","crushing endgame fork long"
"2rr4/5ppp/p1b2k2/1p6/5P2/PN1p2P1/1PP4P/2KR2R1 w - - 0 22","d1d3 d8d3 c2d3 c6d5 c1d2 d5b3","1169","crushing discoveredAttack endgame long queensideAttack"
"r3qrk1/ppp1b1pp/2np1n2/4pb2/8/3P1N1P/PPP1BPP1/R1BQRNK1 b - - 6 10","e8g6 f3h4 g6f7 h4f5","1170","advantage middlegame short"
"r2q3k/1pp3p1/1p2Q2p/4N3/4P3/P2P3P/1P2n1PK/5r2 b - - 2 25","d8h4 e5g6 h8h7 g6h4","1195","advantage endgame fork short"
"6k1/p7/1p1P3p/2p2q2/2Pb1rpP/PP4N1/2QR1rK1/7R w - - 0 34","d2f2 f4f2 c2f2 f5f2","1175","fork mate mateIn2 middlegame short"
"5Q2/7r/3nr2k/6p1/6Kp/5P2/6PP/8 b - - 5 57","h6g6 f8g8 g6f6 g8h7","1198","advantage deflection endgame fork short"
"5rk1/1q3Bp1/pp2Q2p/3pP3/1Pp5/P5P1/6PP/2b2R1K b - - 0 28","f8f7 e6e8 g8h7 f1f7 b7f7 e8f7","1195","crushing deflection endgame long trappedPiece"
"3r3r/ppp1kppp/8/4Pb2/4p3/2B5/PPPR1PPP/2KR4 b - - 4 14","f5g4 c3b4 e7e6 d2d8 h8d8 d1d8","1174","crushing deflection endgame long"
"3R4/pp1R1kpp/8/4q3/1P2pp2/P7/5PPP/6K1 b - - 1 32","f7e6 d8e8 e6d7 e8e5","1167","crushing endgame queenRookEndgame short skewer"
"1k1r4/1pp5/p2p4/3Pp2p/4Q2P/1PN3p1/P1P4q/1KR5 w - - 3 38","c1h1 g3g2 h1h2 g2g1q b1b2 g1h2","1195","advancedPawn crushing endgame fork long promotion"
"r4qk1/pB3pp1/1p5p/3n4/Q7/5P1P/2P3P1/4R2K b - - 8 33","a8d8 b7d5 d8d5 e1e8","1193","advantage endgame pin short"
"2r2bk1/pp5p/1np1pnp1/6N1/2P5/8/PP1K1PPP/4RB1R w - - 0 20","g5e6 f8b4 d2c2 b4e1","1197","advantage middlegame short skewer"
"r2qr3/1ppb1p1k/p1np1n2/4p1Q1/2P1P3/P1NP3P/1P3P2/R3KBR1 b Q - 3 19","e8g8 g5h4 f6h5 h4h5","1186","mate mateIn2 middlegame short"
"6k1/pQ3ppb/5b1p/7P/6P1/P7/KPP2P2/4r3 b - - 0 27","h7c2 b7c8 g8h7 c8c2","1159","advantage endgame fork short"
"r4rk1/5Rpp/p7/1p6/8/5Q2/q5PP/5R1K b - - 0 29","f8f7 f3a8 f7f8 a8f8","1143","endgame hangingPiece mate mateIn2 short"
"rr4k1/5ppp/4p3/3n4/pP1P4/R2qP2P/1Q1N1PP1/1R4K1 b - - 0 26","b8b4 a3d3 b4b2 b1b2","1197","crushing middlegame short"
"5rk1/pb1p1p2/3B4/6pp/6P1/1BP4K/PP3P1P/R3n3 w - - 0 28","d6f8 b7g2 h3g3 h5h4","1186","endgame mate mateIn2 short"
"r7/1pp1npk1/p5pr/3pPq1P/2nP3R/2N2N2/PP2QP2/2K4R w - - 5 27","f3h2 f5g5 f2f4 g5h4","1165","crushing fork middlegame short"
"br3rk1/3p1pp1/p2Np2p/1pP1P1q1/PP1Q1n2/5B2/5PPP/RR4K1 w - - 1 21","f3a8 f4e2 g1h1 e2d4","1169","crushing fork middlegame short"
"2r2rk1/p5bp/3p2p1/1p1Pnp2/2Pqp3/1P2B1P1/P3RPB1/1RQ3K1 b - - 5 27","d4d3 e2d2 b5c4 d2d3","1191","advantage middlegame short trappedPiece"
"5rk1/5pp1/B3p2p/1P5q/r7/1Q6/5PPK/3R1R2 w - - 1 33","b3h3 a4h4 h3h4 h5h4","1185","advantage middlegame pin short"
"r1bq1rk1/1p2npbp/p1n1p1p1/3p2B1/3P4/3B1N2/PPPQNPPP/R4RK1 b - - 3 11","c6a5 g5e7 d8e7 d2a5","1197","advantage middlegame short"
"r3r2k/pp3p2/3p3B/2qPbQ2/8/P1P3p1/1P4KP/3RR3 w - - 0 25","f5h5 c5f2 g2h3 f2h2","1116","crushing master middlegame short"
"8/rr3pk1/6p1/1pb1P1Pp/P1BpKP1P/3R4/8/R7 w - - 0 53","c4b5 b7b5 a4b5 a7a1","1182","advantage endgame short"
"5r1k/1p2Nppp/p7/3b4/1R5R/8/6rP/5K2 b - - 1 27","d5f3 h4h7 h8h7 b4h4 f3h5 h4h5","1122","anastasiaMate attraction endgame long mate mateIn3 sacrifice"
"3r1k1r/pp1q1pp1/3p1P2/2pNn1p1/8/3P2P1/PPP3BP/R4QK1 b - - 2 17","d7g4 f6g7 f8g7 f1f6","1196","advancedPawn attraction crushing middlegame short"
"2r2k1r/2q4p/p4p2/5b1B/8/1QP5/P5PP/R3R2K b - - 1 24","c7c3 b3f7","1120","mate mateIn1 middlegame oneMove"
"2k5/ppp4p/8/5p2/3P4/1QP5/PP4rq/1K2R3 b - - 1 27","g2g1 b3e6 c8b8 e6e8","1194","backRankMate endgame mate mateIn2 short"
"8/1R1bk2p/4p3/1P1pK3/6P1/2N4P/1Pr5/8 w - - 1 32","c3a4 c2e2 e5d4 e2e4 d4c3 e4a4","1189","advantage endgame long skewer"
"7R/6k1/8/2RK4/2P3r1/8/2r5/8 w - - 5 66","h8d8 c2d2 d5e5 d2d8","1125","crushing endgame rookEndgame short skewer"
"1r4k1/1pp2rp1/p1n1q2p/4b3/8/1NP1B3/PP2QPPP/3R1RK1 w - - 0 21","e3d4 e5h2 g1h2 e6e2","1170","crushing discoveredAttack kingsideAttack middlegame short"
"r3nrk1/2q1p1b1/1pp3Q1/3p4/3P4/6N1/PP3PPP/R1B2RK1 w - - 3 21","c1h6 f8f6 g6g4 f6h6","1178","advantage middlegame short skewer"
"3r2k1/1b3p1p/2pb2p1/1p1P3P/6P1/1B2QP2/P3K1q1/3RR3 w - - 1 30","e3f2 d8e8 e2d3 g2f2","1196","crushing deflection middlegame short"
"6r1/pp3p1k/7p/8/4P3/1B3R2/PqP3PP/3R2K1 b - - 0 22","b2g7 f3f7 g7f7 b3f7","1191","crushing endgame pin short"
"2r1kb1r/3q4/Q1p2p2/3Pp1p1/P2P4/3BP3/1P3KPP/7R b k - 0 21","c6d5 d3b5 e8e7 b5d7","1145","crushing middlegame pin short"
"r6r/ppp2kpp/1bn1bP2/5qN1/2pp4/8/PPP2PPP/R1BQR1K1 b - - 1 13","f7f6 e1e6 f5e6 g5e6","1189","crushing middlegame short"
"8/8/1R3k1p/5p2/b2r2P1/1pr2P2/3p1N1P/1R3K2 b - - 1 38","f6g5 f2h3 g5h4 b6h6","1107","deflection endgame mate mateIn2 short"
"r7/5k2/4n1p1/pKP2pPp/7P/P3R3/1B6/8 w - - 4 51","c5c6 a8b8 b5a5 b8b2","1161","advantage endgame short skewer"
"r1r5/kb4p1/2n4p/1p3R2/1P3B2/8/6PP/R5K1 b - - 4 31","b7a6 f5f7 a7b6 f4e3","1164","advantage middlegame short"
"r1b1kb1r/1p3ppp/1pn1p3/1Npp1n2/3P4/2P2NP1/PP2PPBP/R1B1K2R b KQkq - 3 9","c5d4 b5c7 e8d8 c7a8","1178","crushing fork middlegame short"
"1k6/N1p4p/2q5/P2prp2/8/3Q1B1P/5PP1/6K1 b - - 0 36","b8a7 d3d4 a7a6 d4e5 c6c1 g1h2","1189","crushing defensiveMove endgame fork long"
"r1bq1rk1/pppp1ppp/3b1n2/4P3/3p4/3B4/PPPPQPPP/RNB1K2R w KQ - 1 8","e5d6 f8e8 e1g1 e8e2","1148","advantage opening pin short"
"r3kbnr/pp1b1ppp/1qnpp3/1N6/3PP3/1Q1B1N2/PP3PPP/R1B1K2R b KQkq - 9 9","a7a6 b5d6 f8d6 b3b6","1182","crushing discoveredAttack opening short"
"4r2k/pp2q1p1/2p1P2p/2p2Q2/8/2P4P/PP4P1/4R2K w - - 6 37","f5f7 e7f7 e6f7 e8e1 h1h2 e1f1","1185","crushing discoveredAttack endgame long"
"8/8/6p1/1P1p1p2/3P1Pk1/4r1P1/2R4K/8 b - - 0 42","e3g3 c2g2 g3g2 h2g2","1162","crushing endgame rookEndgame short"
"r3k2r/3p2pp/1q2p3/5pN1/3nnQ2/8/PP3PPP/R1B2RK1 w kq - 2 16","c1e3 d4e2 g1h1 e2f4 e3b6 e4g5","1195","advantage capturingDefender fork long middlegame"
"8/4k3/3n4/2pP1p1p/1nN1pP1P/1P2K1P1/N7/8 w - - 1 45","a2b4 d6c4 b3c4 c5b4","1163","crushing endgame intermezzo knightEndgame master short"
"1r4k1/b4ppp/3p4/8/3Pq3/2P1B3/P4PRP/1r2RQ1K w - - 3 28","e3d2 b1e1 d2e1 b8b1","1197","advantage clearance middlegame pin short"
"Nk3r2/pp1b1q1p/3b4/Q1pR2B1/2P5/8/PP4PP/4R1K1 w - - 5 25","d5d6 f7f2 g1h1 f2f1 e1f1 f8f1","1197","backRankMate long mate mateIn3 middlegame sacrifice"
"r4N1r/pQ6/2P1p3/3p2p1/3Pn1k1/2N3P1/1PP1q1PP/R1R3K1 w - - 1 25","c3d5 e2f2 g1h1 e4g3","1175","fork mate mateIn2 middlegame pin short"
"1k4r1/R7/3b3p/1B2n3/3B2r1/8/5PP1/5R1K w - - 5 33","a7a6 g4h4 h1g1 e5f3","1189","fork mate mateIn2 middlegame pin short"
"5N2/p2r2pp/1p6/1Pp1bk2/P1P5/4R1PP/8/6K1 b - - 2 30","d7f7 e3f3 f5e4 f3f7","1139","crushing endgame short skewer"
"r1bq1rk1/pp1nb1pp/4p3/3pPpBQ/8/3B1N2/PP3PPP/1R3RK1 b - - 3 16","e7g5 f3g5 h7h6 g5e6","1192","advantage middlegame short"
"Q7/8/3p1kp1/3Pp1p1/4P1P1/2q5/6PK/8 b - - 1 41","c3c7 a8f8 c7f7 f8d6","1168","crushing deflection endgame queenEndgame short"
"5b1r/ppkQp1pp/1p2P3/3RN3/8/2r5/4qPPP/6K1 b - - 4 23","c7b8 d7d8 c3c8 e5d7 b8a8 d8c8","1155","deflection long mate mateIn3 middlegame queensideAttack"
"2rq1rk1/pp2bppp/5n2/2p1p1B1/2BnP3/2NP4/PPP2PPP/R2QR1K1 w - - 9 13","c3d5 f6d5 c4d5 e7g5","1186","advantage discoveredAttack opening short"
"r2q1rk1/1b3ppp/pp1p4/3PbN2/PPP2p2/7Q/5PPP/3R1RK1 b - - 4 19","d8d7 f5h6 g7h6 h3d7","1187","advantage discoveredAttack middlegame short"
"5k2/2n2pp1/1r5p/1p2P2P/pN4P1/3P1P2/8/2R3K1 b - - 7 43","c7a6 c1c8 f8e7 b4d5 e7e6 d5b6","1183","crushing endgame fork long"
"3r3k/5q1p/2p3p1/p1P5/N4Q1P/P1bp4/1PP2P2/2K1R3 w - - 0 29","f4f7 d3d2 c1b1 d2e1q","1169","advancedPawn crushing endgame fork promotion short"
"2r2r1k/q6p/ppn5/2bB4/1P6/P6Q/6PP/2R4K b - - 0 29","c6e7 h3c3 c5d4 c3d4 f8f6 d4f6","1143","long mate mateIn3 middlegame"
"8/6k1/7p/R5p1/5r2/6KP/6P1/5b2 b - - 0 53","h6h5 a5g5 g7h6 g3f4","1191","crushing endgame short"
"8/2k5/1pp5/2r4b/3RB2P/6P1/5K2/8 w - - 4 40","e4f3 c5c2 f2e3 c2c3","1146","advantage endgame short"
"2kr4/1p3R2/p6p/4b2r/3P4/1P1RB2P/P7/1K6 b - - 0 31","h5h3 d3c3 c8b8 d4e5","1154","crushing endgame short"
"6k1/1b3q2/pQ2rPpp/1p4r1/8/P1P4P/1PB2RP1/R6K w - - 7 29","b6a7 b7g2 f2g2 f7a7","1177","advantage discoveredAttack middlegame short"
"4r1k1/5ppp/p2p4/1p1R4/5P1P/8/PPP2nBP/2K5 w - - 0 26","d5d6 e8e1 c1d2 e1d1 d2e2 d1d6","1190","crushing endgame long skewer"
"3r2k1/pbp2q1p/5PpB/1p6/2pP4/6Q1/P5PP/5RK1 w - - 1 26","g3c7 f7c7 f6f7 c7f7 f1f7 g8f7","1198","crushing endgame hangingPiece long"
"rn2kb1r/5p1p/p4p2/1p1qp3/8/1P5Q/1PPP1P1P/RNB2RK1 b kq - 1 12","f8c5 h3c8 d5d8 c8c5","1184","advantage deflection middlegame short"
"8/pQ6/3P1kp1/2pNrp2/2P3q1/4b3/PP6/R4K2 b - - 8 39","e5d5 b7e7","1238","dovetailMate endgame mate mateIn1 oneMove"
"r1b1kb1r/p4ppp/5n2/4p3/8/2NB4/PP3PqP/R1BQKR2 b Qkq - 1 11","f8b4 d1a4 c8d7 a4b4","1294","advantage fork opening short"
"2rq3k/6p1/7p/p1P2Q2/1p1b4/7P/P2R2P1/7K b - - 4 34","c8c5 f5c5 d4c5 d2d8","1260","advantage endgame short"
"1r4rk/6pp/1p3p2/p2p4/1q1P1PQ1/7R/6PP/2R3K1 b - - 4 26","b4d2 h3h7 h8h7 g4h5","1298","attraction endgame mate mateIn2 sacrifice short"
"6rk/1pp1np2/p2p1p1p/4P1q1/3PP1r1/1BPQ4/PP3RN1/5RK1 w - - 6 25","d3d2 g4g2 f2g2 g5d2","1238","crushing kingsideAttack middlegame pin short"
"r5kB/2q4p/p1pb2p1/1p6/3Q4/2P5/1P3PP1/4RK2 b - - 1 29","c6c5 d4d5 g8h8 d5a8","1243","crushing endgame fork short"
"8/8/p7/1p5p/1P3Pk1/6r1/3K4/5R2 b - - 4 51","g3f3 f1f3 g4f3 f4f5 h5h4 f5f6","1278","crushing endgame long quietMove rookEndgame"
"2r5/p3pr1k/3p2p1/2qP2Bn/2P4P/3Q4/PR2K3/6R1 w - - 4 34","g1g4 c5f2 e2d1 f2b2","1211","crushing middlegame short skewer"
"1r1q2k1/2r1bppp/1n1p1n2/3Pp3/bp2P3/1P2BPPB/3QN2P/R1R3K1 w - - 0 23","e3b6 c7c1 e2c1 d8b6","1255","advantage discoveredAttack middlegame short"
"5k2/pbp3R1/8/2p2N2/2P5/7P/r5PK/8 w - - 0 34","g7c7 a2g2 h2h1 g2g7 c7b7 g7b7","1288","crushing discoveredAttack endgame long"
"2qr2k1/1P5p/p4ppb/1Br5/1Q1p3P/5P2/5PK1/R4R2 b - - 0 30","c8b7 b5c4 c5c4 b4b7","1276","crushing discoveredAttack middlegame short"
"5b2/n1r2k2/4p3/P1r1P3/1Q2BB1p/1K5P/1P6/8 w - - 5 44","f4e3 c5b5 b4b5 a7b5","1284","advantage middlegame pin short"
"3r4/pp1k3R/3P4/5p2/1P2pP2/P3P1p1/2r1nP2/3R3K b - - 3 35","d7c6 h7c7 c6b6 c7c2","1292","advantage endgame short skewer"
"2kr1bnr/ppp1pppp/2n5/5q2/8/2NP1BP1/PPP2P1P/R1BQR1K1 b - - 0 10","c6d4 f3g4 f5g4 d1g4","1240","crushing opening pin short"
"rn2k1nr/pp1b1ppp/3qp3/3pN3/2pP4/P1N1P3/1PP2PPP/R2QKB1R b KQkq - 3 8","f7f6 d1h5 g7g6 e5g6 h7g6 h5h8","1259","advantage long opening pin trappedPiece"
"2q5/2p5/3b4/1k6/1rbB4/5Q2/5PPP/R5K1 b - - 7 38","c8g8 f3b7","1280","mate mateIn1 middlegame oneMove"
"r1b2rk1/1p3ppp/p1nq4/2bppn2/8/2PBP1B1/PPQ2PPP/RN2K1NR b KQ - 3 12","f5g3 d3h7 g8h8 h2g3","1285","advantage intermezzo opening short"
"8/6pp/1K1k4/4pp2/1P6/P4P1P/6P1/8 w - - 0 44","a3a4 e5e4 b6b5 e4e3 b5c4 e3e2","1299","advancedPawn crushing endgame long pawnEndgame"
"3R2R1/5p2/5p1k/2p1bP1p/2P5/3p1KP1/8/4r3 b - - 6 45","e5d4 g8h8 h6g5 d8g8 g5f5 h8h5 f5e6 g8e8 e6d7 e8e1","1296","crushing deflection endgame skewer veryLong"
"r1b1k2r/1p1p1ppp/p3p3/3P4/P7/8/B1PB2PP/R6K b kq - 0 18","e6d5 a1e1 e8f8 d2b4 d7d6 b4d6 f8g8 e1e8","1259","backRankMate endgame mate mateIn4 veryLong"
"6k1/1r3p2/1rp1p1p1/3pBq2/3P4/1P2P3/3K1P2/Q1R4b b - - 0 34","h1f3 a1a8 b7b8 e5b8 g8g7 b8e5","1290","crushing long middlegame"
"r2qkb1r/5pp1/p1nppN1p/2p5/1p2P3/3P1BPP/PPPBQP2/R3K2R b KQkq - 0 12","d8f6 e4e5 c6e5 f3a8","1292","crushing discoveredAttack middlegame short"
"r7/3n1pk1/r1b1p1p1/p2pP3/2pP2Pq/8/2QBBR2/5RK1 b - - 5 28","a8h8 f2f7 g7g8 c2g6","1264","deflection mate mateIn2 middlegame short"
"r1bqkb1r/ppp2pp1/5N1p/4p1B1/2P5/8/PP2PPPP/R2QKB1R b KQkq - 0 9","g7f6 d1d8 e8d8 g5f6","1245","attraction crushing intermezzo middlegame short"
"8/1Q6/2p2p1p/1pkpq1bP/p5P1/P1P5/KP6/8 b - - 21 53","e5d6 b7a7 c5c4 a7d4","1286","endgame mate mateIn2 short"
"2r3k1/1p3pp1/p3b2p/4P3/3RQ3/1Pq2N2/P4PK1/8 b - - 3 37","c3c2 d4d8 c8d8 e4c2","1217","advantage deflection endgame short"
"r2q1r1k/pppnbpp1/8/n3P2b/4B3/2P2N1P/P4PP1/RNBQ1RK1 b - - 2 15","d7e5 d1d8 a8d8 f3e5","1289","advantage intermezzo opening short"
"r1b1k1nr/pppp4/2nb1p2/3N3p/6q1/3BQ3/PPPP1PPP/R1B1K2R b KQkq - 7 11","g8e7 d5f6 e8d8 f6g4","1297","crushing fork opening short"
"8/pp1k2r1/2p1p1q1/4Q3/3P4/6P1/PP4P1/5RK1 b - - 0 29","g6g3 f1f7 g7f7 e5g3","1292","crushing deflection endgame short"
"r2r2k1/1b1q1ppp/pp1b1n2/3pP3/P4B2/2NQ1P2/1P2N1P1/2R1R1K1 b - - 0 23","f6h5 e5d6 h5f4 e2f4","1290","advantage middlegame short"
"3r1r2/1pQ4k/p3q1pp/4nb2/4N2P/P7/1P3PP1/R3R1K1 b - - 0 28","e5d7 e4g5 h6g5 e1e6","1262","advantage discoveredAttack middlegame short"
"r2q1rk1/pp2b1pp/2n2n2/2p1pb2/8/2NP1NP1/PPP3BP/R1BQ1RK1 w - - 0 11","f3e5 d8d4 g1h1 d4e5","1256","advantage fork opening short"
"8/8/1p2K3/k1q5/P3Q3/8/8/8 b - - 11 77","c5b4 e4a8","1286","endgame mate mateIn1 oneMove queenEndgame"
"8/6pk/2p1p2p/2n1p1PP/2B1P1R1/5r2/1r6/R1K5 b - - 3 35","f3f2 g5g6 h7g8 a1a8","1273","crushing endgame short"
"rnbqk1nr/pp3ppp/3bp3/3pN3/2pP1B2/4P3/PPPN1PPP/R2QKB1R b KQkq - 0 6","f7f6 d1h5 g7g6 e5g6 h7g6 h5h8","1262","crushing long opening pin trappedPiece"
"rn2kbnr/pp3ppp/2pP2q1/4N1B1/8/2Nb4/PPP2PPP/R2QK2R b KQkq - 1 10","d3c2 d6d7 b8d7 d1d7","1281","advancedPawn mate mateIn2 opening short"
"5k2/pp3pp1/2p5/5P1r/2B1Q3/3P1KPq/PPP5/R7 w - - 3 29","e4f4 h5f5 f4f5 h3f5","1287","advantage endgame pin short"
"4r1k1/pp3p2/1q2r1p1/3p3p/4P3/2Q1RP1P/PP4P1/1R4K1 w - - 0 24","g1h1 d5d4 c3a3 d4e3","1283","crushing endgame fork short"
"r3kb1r/ppp2ppp/2npbq2/4n3/2P5/1PN1PN2/P3BPPP/R1BQK2R w KQkq - 1 9","c3e4 e5f3 e2f3 f6a1","1262","crushing discoveredAttack opening short"
"5rk1/1p3ppp/p3p3/3pP1B1/1n2qPP1/Q6P/PP6/2R3K1 b - - 3 25","b4d3 a3f8 g8f8 c1c8","1230","attraction endgame kingsideAttack mate mateIn2 sacrifice short"
"8/pR2K3/3R4/k7/8/5r2/PP2r3/8 w - - 3 37","e7d7 f3f7 d7c6 e2c2 c6d5 f7b7","1262","crushing deflection endgame long rookEndgame"
"5r2/1p2p2k/p2p3b/2pP4/2P5/4P3/PP3q1P/3Q2RK b - - 2 32","h6e3 d1h5 e3h6 h5g6 h7h8 g6h6","1241","deflection endgame exposedKing long mate mateIn3"
"3k4/2R5/pPp2K2/6p1/1Pp3P1/8/1P5r/8 w - - 2 39","c7c6 h2h6 f6e5 h6c6","1254","crushing endgame rookEndgame short skewer"
"1k2r3/5ppp/1pp2q2/b2np3/3NQ1P1/7P/PP2KP2/3R4 b - - 4 27","f6f4 d4c6 b8c7 e4d5","1264","crushing middlegame queensideAttack short"
"8/8/2B5/4R3/3q1P2/b3pKP1/3kP3/8 b - - 5 53","a3c5 e5d5 d2c3 d5d4","1295","crushing endgame pin short"
"r1bq2k1/1ppp2pn/p1n1P2p/2b4Q/3p4/2P5/PP3PPP/RNB1R1K1 b - - 0 14","c5b6 h5f7 g8h8 e6e7","1284","advancedPawn crushing opening short"
"8/3bP3/3K4/7p/k7/6P1/8/8 b - - 2 58","d7e8 d6c7 e8b5 c7d8","1292","bishopEndgame crushing defensiveMove endgame short"
"5rk1/4b1pp/6b1/p1P4q/Pp6/4BN1P/1P2Q1P1/5RK1 b - - 3 31","e7c5 e2c4 g6f7 c4c5 h5c5 e3c5","1277","advantage long middlegame"
"8/6pk/R4p1p/8/1q6/1P2N1P1/5PKP/8 w - - 1 38","h2h4 b4b7 g2g1 b7a6","1243","crushing endgame fork short"
"6k1/4p2p/7P/8/1N1P2P1/5R2/1pr3P1/6K1 w - - 0 49","f3f1 c2c1 b4d3 c1f1 g1f1 b2b1q","1288","advancedPawn attraction crushing endgame long promotion"
"r3k2r/ppq5/2n1p3/2p3p1/3p2pN/1P1P2P1/P1P3BK/R2Q1R2 w kq - 0 20","d1g4 h8h4 g2h3 h4g4","1292","crushing middlegame pin short"
"1r2r1k1/p2q1p2/6p1/2p4p/2N2P2/3B4/P1P2K1Q/6R1 w - - 2 33","h2h5 d7d4 f2f3 d4g1","1295","crushing deflection middlegame short skewer"
"2r2rk1/1b3pp1/2q2P2/4P3/p2p3P/bp1P4/1P1Q3B/1KNR1R2 w - - 0 31","b2a3 c6c2 d2c2 b3c2","1245","advancedPawn advantage middlegame queensideAttack short"
"5r1k/pp2r1p1/2n2nBp/q1P5/3p3B/1Q6/P1P2PPP/3R1RK1 w - - 2 20","b3c4 c6e5 c4d4 e5g6","1287","advantage fork middlegame short"
"r1b3Q1/p4R2/1p2p2p/3pq2k/8/P6P/1P4P1/7K b - - 0 28","c8b7 g8g4","1262","endgame master mate mateIn1 oneMove"
"2kr1b1r/ppp1qppp/4bn2/8/2Pn4/PQ1PB3/1P3PPP/RN2KBNR w KQ - 3 9","e3d4 e6c4 f1e2 c4b3","1277","crushing discoveredAttack opening short"
"rnbqr1k1/pp3ppp/2p2n2/3pN3/2P5/NP2P3/P2PBPPP/R2QK2R w KQ - 1 9","d2d4 d8a5 d1d2 a5a3","1231","advantage fork opening short"
"3R2k1/pp2r2p/2b3p1/6q1/P5P1/1P5P/1Q4N1/6K1 b - - 0 32","g8f7 b2f2 g5f6 d8f8 f7f8 f2f6","1207","attraction crushing deflection endgame long"
"8/7k/3R3p/3RK3/2P5/r6P/3p1r2/8 w - - 0 47","d5d2 a3e3 e5d4 f2d2 d4e3 d2d6","1236","crushing endgame interference intermezzo long rookEndgame skewer"
"1r3rk1/4ppbp/p2p1np1/2pP4/P3P3/q1N3PB/2Q2PKP/1R2B3 b - - 0 21","b8b1 c3b1 a3a1 e1c3","1258","crushing middlegame short"
"3rr1kb/1q2pp1p/1p4p1/p1p1B2n/4N3/P2P1QP1/1PP2P1P/R3R1K1 b - - 5 20","h8e5 e4f6 h5f6 f3b7","1277","advantage discoveredAttack middlegame short"
"r1b2rk1/pp3ppp/1np2b2/3p4/1q1P1P2/P1NB4/1PP2QPP/1K1R2NR b - - 0 15","b4d4 d3h7 g8h7 d1d4","1211","crushing discoveredAttack kingsideAttack opening short"
